GEOID,place_name,state_abbr,pop_2020,adoption_year,year_found,search_class,obyrne_label,adopt_by2012,status_final,audit_note,source_type,evidence_note
5357745,Renton city,WA,106719,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system was found for Renton WA; city uses departmental contacts and an online reporting portal.
4874144,Tyler city,TX,106272,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Tyler TX uses SeeClickFix for citizen reporting; no dedicated 311 phone number or verifiable launch year was found.
0621712,El Cajon city,CA,106075,2020,2020.0,year_found,not_in_obyrne,,adopted_year_verified,,news,El Cajon went live with Tyler Technologies' citizen self-service and 311-integrated MyCivic platform in July 2020.
1216475,Davie town,FL,106030,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Davie FL uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
0668252,San Mateo city,CA,105656,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,San Mateo CA uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
4801924,Allen city,TX,105548,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,No dedicated 311 system or verifiable launch year was found for Allen TX from available sources.
2509000,Brockton city,MA,105511,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Brockton uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
0637692,Jurupa Valley city,CA,105356,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Jurupa Valley uses the ""My Jurupa Valley"" GOGov app for citizen service requests; no dedicated 311 number or verifiable launch year was found."
3714100,Concord city,NC,104885,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Concord NC has a citizen request portal (concord.mobile311.com); no verifiable launch year was found.
0617918,Daly City city,CA,104858,unknown,,unknown,not_adopted_by2012,0.0,adopted_year_unknown,,official,"Daly City uses the ""iHelp"" app (App Store listing ~2013) for service requests; no official 311 phone launch year was found."
3563460,Rio Rancho city,NM,104433,no_311,,no_311,not_in_obyrne,,not_adopted,,official,"Rio Rancho uses the ""Report Rio Rancho"" CitySourced app for service requests; no traditional 311 phone system was found."
0177256,Tuscaloosa city,AL,104217,2007,2007.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Tuscaloosa celebrated 311's 10th anniversary in June 2017, confirming the system launched on June 6, 2007."
0660466,Rialto city,CA,104077,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Rialto uses SeeClickFix and a ""Report a Concern"" system for service requests; no dedicated 311 number or verifiable launch year was found."
5367167,Spokane Valley city,WA,103531,2018,2018.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Spokane Valley launched the SVexpress 311 app in 2018, funded through the city's 2018 budget, per the Spokane Journal of Business."
1871000,South Bend city,IN,103335,2013,2013.0,year_found,not_adopted_by2012,0.0,adopted_year_verified,,news,South Bend's 311 call center launched in early 2013 under Mayor Pete Buttigieg; the city celebrated the 10th anniversary in February 2023.
0646842,Menifee city,CA,103228,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,Menifee CA uses a city-built app for service requests; no dedicated 311 number or verifiable launch year was found.
0613014,Chico city,CA,102755,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system was found for Chico CA; city uses departmental contacts and online code enforcement reporting only.
4879000,Wichita Falls city,TX,102480,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,official,"Wichita Falls offers 311 with ""limited availability"" via a Comcate platform and ""Access Wichita Falls"" app; no specific launch year was found."
0652526,Norwalk city,CA,102405,no_311,,no_311,not_adopted_by2012,0.0,not_adopted,,official,Norwalk CA has a Citizen Request Center web form but no dedicated 311 phone system was found.
0681554,Vacaville city,CA,102092,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Vacaville CA uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
1919000,Davenport city,IA,101651,2021,2021.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Davenport IA launched SeeClickFix as its new citizen reporting/311 tool in January 2021, per KWQC reporting."
2941348,Lee's Summit city,MO,101621,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Lee's Summit MO uses SeeClickFix for citizen service requests; no dedicated 311 number or verifiable launch year was found.
2555745,Quincy city,MA,101482,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Quincy MA uses SeeClickFix (now closed to new requests) for citizen service; no dedicated 311 number or verifiable launch year was found.
1656260,Nampa city,ID,101310,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,Nampa ID uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.
2537490,Lynn city,MA,101103,2024,2024.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Lynn MA officially launched SeeClickFix as its 311 reporting platform in March 2024, per Item Live reporting."
2545000,New Bedford city,MA,100993,2025,2025.0,year_found,not_in_obyrne,,adopted_year_verified,,official,"Mayor Mitchell launched New Bedford's NBConnected app and 311 phone system on February 11, 2025, per a city press release."
5323515,Federal Way city,WA,100988,unknown,,unknown,not_in_obyrne,,adopted_year_unknown,,secondary,"Federal Way WA uses SeeClickFix (""Eyes on Federal Way"" app) for citizen reporting; no dedicated 311 number or verifiable launch year was found."
4822660,Edinburg city,TX,100711,2021,2021.0,year_found,not_in_obyrne,,adopted_year_verified,,news,"Edinburg TX launched its 311 app and dedicated 311 call center on August 26, 2021, per MyRGV.com reporting."
4864472,San Angelo city,TX,100066,no_311,,no_311,not_in_obyrne,,not_adopted,,official,No 311 system or equivalent citizen service app was found for San Angelo TX; city uses departmental phone numbers.
