GEOID,place_name,state_abbr,pop_2020,adoption_year_raw,year_found,source_url,source_type,evidence_note,match_type
0621712,El Cajon city,CA,106075,2020,2020.0,https://www.businesswire.com/news/home/20200707005041/en/El-Cajon-California-Goes-Live-with-Tyler-Technologies-Citizen-Self-Service-and-Engagement-Solutions,news,El Cajon went live with Tyler Technologies' citizen self-service and 311-integrated MyCivic platform in July 2020.,exact
1216475,Davie town,FL,106030,unknown,,https://seeclickfix.com/davie,secondary,Davie FL uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
0668252,San Mateo city,CA,105656,unknown,,https://seeclickfix.com/san-mateo,secondary,San Mateo CA uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
4801924,Allen city,TX,105548,unknown,,https://www.cityofallen.org,official,No dedicated 311 system or verifiable launch year was found for Allen TX from available sources.,exact
2509000,Brockton city,MA,105511,unknown,,https://brockton.ma.us/online-services/seeclickfix/,official,Brockton uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
0637692,Jurupa Valley city,CA,105356,unknown,,https://www.jurupavalley.org/608/My-Jurupa-Valley-App,official,"Jurupa Valley uses the ""My Jurupa Valley"" GOGov app for citizen service requests; no dedicated 311 number or verifiable launch year was found.",exact
3714100,Concord city,NC,104885,unknown,,https://concordnc.gov/services/311,official,Concord NC has a citizen request portal (concord.mobile311.com); no verifiable launch year was found.,exact
0617918,Daly City city,CA,104858,unknown,,https://www.dalycity.org/439/Daly-City-iHelp,official,"Daly City uses the ""iHelp"" app (App Store listing ~2013) for service requests; no official 311 phone launch year was found.",exact
3563460,Rio Rancho city,NM,104433,no_311,,https://rrnm.gov/2703/Report-Rio-Rancho,official,"Rio Rancho uses the ""Report Rio Rancho"" CitySourced app for service requests; no traditional 311 phone system was found.",exact
0177256,Tuscaloosa city,AL,104217,2007,2007.0,https://www.tuscaloosa.com/posts/2017/06/06/city-of-tuscaloosa-celebrates-311-s-10th-anniversary,news,"Tuscaloosa celebrated 311's 10th anniversary in June 2017, confirming the system launched on June 6, 2007.",exact
0660466,Rialto city,CA,104077,unknown,,https://www.rialtoca.gov/390/Report-a-Concern,official,"Rialto uses SeeClickFix and a ""Report a Concern"" system for service requests; no dedicated 311 number or verifiable launch year was found.",exact
5367167,Spokane Valley city,WA,103531,2018,2018.0,https://www.spokanejournal.com/local-news/spokane-valley-launches-new-infrastructure-reporting-system/,news,"Spokane Valley launched the SVexpress 311 app in 2018, funded through the city's 2018 budget, per the Spokane Journal of Business.",exact
1871000,South Bend city,IN,103335,2013,2013.0,https://www.wndu.com/2023/02/24/south-bends-311-call-center-celebrates-10-year-anniversary/,news,South Bend's 311 call center launched in early 2013 under Mayor Pete Buttigieg; the city celebrated the 10th anniversary in February 2023.,exact
0646842,Menifee city,CA,103228,unknown,,https://www.cityofmenifee.us/121/Report-an-Issue,official,Menifee CA uses a city-built app for service requests; no dedicated 311 number or verifiable launch year was found.,exact
0613014,Chico city,CA,102755,no_311,,https://chicoca.gov,official,No 311 system was found for Chico CA; city uses departmental contacts and online code enforcement reporting only.,exact
4879000,Wichita Falls city,TX,102480,unknown,,https://clients.comcate.com/newrequest.php?id=34,official,"Wichita Falls offers 311 with ""limited availability"" via a Comcate platform and ""Access Wichita Falls"" app; no specific launch year was found.",exact
0652526,Norwalk city,CA,102405,no_311,,https://www.norwalkca.gov/citizen_request_center/index.php,official,Norwalk CA has a Citizen Request Center web form but no dedicated 311 phone system was found.,exact
0681554,Vacaville city,CA,102092,unknown,,https://seeclickfix.com/vacaville,secondary,Vacaville CA uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
1919000,Davenport city,IA,101651,2021,2021.0,https://www.kwqc.com/2021/01/12/city-of-davenport-launches-new-citizen-reporting-tool/,news,"Davenport IA launched SeeClickFix as its new citizen reporting/311 tool in January 2021, per KWQC reporting.",exact
2941348,Lee's Summit city,MO,101621,unknown,,https://seeclickfix.com/lees-summit,secondary,Lee's Summit MO uses SeeClickFix for citizen service requests; no dedicated 311 number or verifiable launch year was found.,exact
2555745,Quincy city,MA,101482,unknown,,https://seeclickfix.com/quincy,secondary,Quincy MA uses SeeClickFix (now closed to new requests) for citizen service; no dedicated 311 number or verifiable launch year was found.,exact
1656260,Nampa city,ID,101310,unknown,,https://seeclickfix.com/nampa,secondary,Nampa ID uses SeeClickFix for citizen reporting; no dedicated 311 number or verifiable launch year was found.,exact
2537490,Lynn city,MA,101103,2024,2024.0,https://itemlive.com/2024/03/20/seeclickfix-launches-in-lynn/,news,"Lynn MA officially launched SeeClickFix as its 311 reporting platform in March 2024, per Item Live reporting.",exact
2545000,New Bedford city,MA,100993,2025,2025.0,https://www.newbedford-ma.gov/mayor/news/mayor-launches-nbconnected-citys-new-mobile-app-and-311-system-boost-access-to-non-emergency-services/,official,"Mayor Mitchell launched New Bedford's NBConnected app and 311 phone system on February 11, 2025, per a city press release.",exact
5323515,Federal Way city,WA,100988,unknown,,https://seeclickfix.com/federal-way,secondary,"Federal Way WA uses SeeClickFix (""Eyes on Federal Way"" app) for citizen reporting; no dedicated 311 number or verifiable launch year was found.",exact
4822660,Edinburg city,TX,100711,2021,2021.0,https://myrgv.com/featured/2021/08/26/edinburg-launches-311-app/,news,"Edinburg TX launched its 311 app and dedicated 311 call center on August 26, 2021, per MyRGV.com reporting.",exact
4864472,San Angelo city,TX,100066,no_311,,none,official,No 311 system or equivalent citizen service app was found for San Angelo TX; city uses departmental phone numbers.,exact
